Person_ID,Income,Income Group,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Rent % of Income
PID_01028,"₹33,023.60",Middle,19,1,Self_Employed,Tier_2,"₹6,604.72","₹3,190.32","₹1,406.37","₹4,776.11","₹2,340.20","₹1,354.96","₹1,499.02","₹2,278.59","₹1,556.22","₹2,142.38",₹823.30,6.46%,"₹2,133.50","₹5,051.41",₹483.81,₹676.02,₹69.82,₹383.49,₹672.83,₹73.21,₹28.68,₹74.94,20.00%
PID_01029,"₹49,009.38",Middle,26,0,Student,Tier_2,"₹9,801.88","₹3,348.26","₹1,277.84","₹5,433.76","₹3,842.30","₹1,616.86","₹1,404.77","₹2,038.80","₹2,433.53",₹0.00,"₹1,266.27",14.14%,"₹6,930.86","₹16,545.13","₹1,120.57",₹262.97,₹243.87,₹75.27,₹271.04,₹116.19,₹0.00,₹365.34,20.00%
PID_01030,"₹13,236.30",Low,63,4,Student,Tier_1,"₹3,970.89","₹1,742.94",₹571.16,"₹1,722.73","₹1,057.44",₹482.99,₹652.39,₹811.59,₹558.64,₹854.19,₹266.27,7.11%,₹545.06,₹545.06,₹117.43,₹146.89,₹89.36,₹68.00,₹41.12,₹18.47,₹41.65,₹54.25,30.00%
PID_01031,"₹24,417.40",Low,18,4,Student,Tier_2,"₹4,883.48",₹0.00,"₹1,003.22","₹3,421.43","₹1,456.78",₹631.12,"₹1,011.88","₹1,388.64","₹1,178.16","₹1,689.80",₹408.40,8.76%,"₹2,138.02","₹7,344.50",₹726.26,₹79.54,₹137.84,₹216.07,₹400.49,₹21.08,₹8.87,₹75.53,20.00%
PID_01032,"₹7,895.79",Low,28,3,Self_Employed,Tier_2,"₹1,579.16",₹0.00,₹185.10,₹843.75,₹550.26,₹237.86,₹230.64,₹586.32,₹304.41,₹649.63,₹132.50,6.45%,₹509.32,"₹2,596.17",₹93.32,₹65.22,₹21.03,₹26.33,₹87.37,₹4.95,₹14.52,₹24.27,20.00%
PID_01033,"₹41,288.16",Middle,46,2,Professional,Tier_2,"₹8,257.63",₹0.00,"₹1,450.09","₹4,833.54","₹2,574.77","₹1,548.56","₹1,803.97","₹1,996.83","₹1,682.97","₹2,602.21",₹544.74,14.92%,"₹6,161.93","₹13,992.85","₹1,435.48",₹374.16,₹122.11,₹360.75,₹546.67,₹62.62,₹115.63,₹88.81,20.00%
PID_01034,"₹50,347.76",Middle,43,0,Self_Employed,Tier_2,"₹10,069.55",₹0.00,"₹2,164.15","₹5,440.85","₹3,979.22","₹1,457.63","₹2,245.31","₹2,622.63","₹1,964.28",₹0.00,"₹1,499.35",10.29%,"₹5,183.16","₹18,904.78",₹705.61,"₹1,141.49",₹145.74,₹184.08,₹256.94,₹73.07,₹0.00,₹197.72,20.00%
PID_01035,"₹20,381.92",Low,44,3,Professional,Tier_2,"₹4,076.38","₹1,374.61",₹464.21,"₹2,422.29","₹1,243.09",₹693.65,₹439.98,"₹1,081.71",₹696.63,"₹1,989.80",₹380.90,6.93%,"₹1,413.07","₹5,518.67",₹604.06,₹153.21,₹50.94,₹39.22,₹104.06,₹13.04,₹40.67,₹29.60,20.00%
PID_01036,"₹105,676.95",High,55,1,Professional,Tier_1,"₹31,703.08",₹0.00,"₹4,202.30","₹10,788.52","₹6,371.92","₹4,259.83","₹2,143.91","₹5,488.83","₹5,029.09","₹8,546.07","₹1,352.27",17.56%,"₹18,551.87","₹25,791.13","₹1,812.66",₹629.10,₹783.81,₹174.34,₹804.80,₹56.48,₹7.94,₹85.77,30.00%
PID_01037,"₹11,252.44",Low,46,2,Professional,Tier_2,"₹2,250.49","₹1,341.82",₹495.53,"₹1,403.20",₹570.48,₹555.13,₹490.51,₹854.12,₹522.55,₹684.82,₹267.11,8.14%,₹915.73,"₹1,816.68",₹293.99,₹54.80,₹157.28,₹62.09,₹124.60,₹24.04,₹8.07,₹46.41,20.00%
PID_01038,"₹9,297.05",Low,50,0,Professional,Tier_1,"₹2,789.12",₹934.40,₹283.10,"₹1,392.94",₹563.54,₹342.31,₹433.60,₹716.95,₹319.51,₹0.00,₹162.82,5.09%,₹473.08,"₹1,358.77",₹376.23,₹99.60,₹69.46,₹95.74,₹186.22,₹15.80,₹0.00,₹14.15,30.00%
PID_01039,"₹35,900.77",Middle,45,2,Retired,Tier_2,"₹7,180.15",₹0.00,"₹1,129.29","₹5,160.83","₹2,126.10","₹1,387.93",₹780.31,"₹2,631.84","₹1,785.42","₹3,174.50",₹586.78,7.16%,"₹2,570.83","₹9,957.61",₹556.64,₹143.18,₹177.27,₹113.60,₹551.10,₹48.35,₹45.20,₹109.33,20.00%
PID_01040,"₹69,329.88",Middle,48,1,Professional,Tier_2,"₹13,865.98","₹8,413.99","₹1,957.45","₹8,696.77","₹3,734.50","₹1,539.85","₹3,055.99","₹5,101.13","₹3,130.15","₹4,183.55","₹2,011.40",12.32%,"₹8,541.30","₹13,639.11",₹461.50,"₹1,094.80",₹345.54,₹471.70,₹706.39,₹68.29,₹126.75,₹466.11,20.00%
PID_01041,"₹115,392.52",High,36,3,Self_Employed,Tier_2,"₹23,078.50","₹11,219.22","₹2,955.13","₹14,926.32","₹5,888.63","₹3,830.00","₹3,839.85","₹7,288.03","₹3,464.18","₹9,862.80","₹2,195.26",19.23%,"₹22,190.31","₹26,844.60","₹1,131.16",₹771.00,₹362.25,₹389.36,"₹1,230.16",₹26.75,₹127.14,₹324.63,20.00%
PID_01042,"₹20,782.06",Low,43,3,Student,Tier_2,"₹4,156.41",₹0.00,"₹1,012.83","₹2,876.32","₹1,048.86",₹841.33,₹920.47,"₹1,351.63",₹653.65,"₹1,525.41",₹441.32,6.80%,"₹1,414.20","₹5,953.82",₹194.40,₹172.28,₹207.63,₹192.69,₹295.14,₹26.89,₹70.16,₹110.78,20.00%
PID_01043,"₹71,103.89",High,46,4,Professional,Tier_2,"₹14,220.78","₹12,566.48","₹2,922.87","₹7,935.18","₹4,363.09","₹1,864.04","₹1,540.49","₹3,115.18","₹3,005.70","₹5,812.66","₹1,214.97",11.14%,"₹7,917.95","₹12,542.44",₹409.76,₹350.72,₹462.61,₹193.33,₹225.18,₹90.91,₹190.73,₹197.77,20.00%
PID_01044,"₹29,089.89",Low,28,3,Self_Employed,Tier_2,"₹5,817.98","₹3,361.62",₹627.79,"₹3,708.46","₹1,782.95",₹740.57,₹816.52,"₹1,527.84","₹1,215.57","₹1,750.72",₹314.03,5.06%,"₹1,472.32","₹7,425.83","₹1,031.34",₹402.97,₹179.01,₹223.44,₹288.25,₹9.28,₹6.67,₹84.65,20.00%
PID_01045,"₹26,130.30",Low,58,4,Self_Employed,Tier_2,"₹5,226.06",₹0.00,"₹1,249.82","₹3,244.32","₹1,535.49","₹1,280.62",₹749.82,"₹1,688.83","₹1,097.48","₹1,392.59",₹398.38,9.80%,"₹2,560.46","₹8,266.90",₹406.56,₹331.63,₹373.89,₹88.89,₹326.93,₹11.13,₹34.01,₹93.95,20.00%
PID_01046,"₹60,832.57",Middle,49,3,Self_Employed,Tier_3,"₹9,124.89","₹3,998.45","₹1,427.45","₹7,252.69","₹3,888.68","₹1,279.54","₹1,861.60","₹4,361.01","₹2,360.94","₹5,185.58","₹1,105.45",14.88%,"₹9,049.74","₹18,986.30",₹932.91,₹243.61,₹188.66,₹403.12,₹905.07,₹0.73,₹144.41,₹295.99,15.00%
PID_01047,"₹50,554.69",Middle,38,0,Self_Employed,Tier_1,"₹15,166.41","₹7,424.68","₹2,412.56","₹6,207.51","₹3,927.92","₹2,407.73","₹1,616.27","₹2,104.82","₹1,780.16",₹0.00,₹687.74,13.88%,"₹6,818.89","₹6,818.89",₹893.08,₹737.69,₹146.54,₹279.72,₹169.14,₹43.40,₹0.00,₹132.26,30.00%
PID_01048,"₹8,500.15",Low,55,1,Self_Employed,Tier_2,"₹1,700.03",₹0.00,₹285.21,"₹1,177.06",₹500.72,₹407.27,₹174.76,₹642.86,₹374.74,₹461.78,₹174.67,8.08%,₹686.93,"₹2,601.05",₹80.94,₹96.01,₹60.20,₹45.93,₹54.84,₹5.40,₹18.60,₹47.96,20.00%
PID_01049,"₹97,751.61",High,51,2,Professional,Tier_2,"₹19,550.32","₹16,301.10","₹3,379.30","₹11,634.44","₹7,169.94","₹4,039.76","₹2,696.47","₹5,265.24","₹4,558.80","₹6,579.15","₹2,048.47",10.77%,"₹10,532.21","₹14,528.59","₹1,771.90",₹605.81,₹578.55,₹582.88,"₹1,336.19",₹156.79,₹250.32,₹437.23,20.00%
PID_01050,"₹90,492.82",High,57,1,Student,Tier_3,"₹13,573.92",₹0.00,"₹3,276.00","₹13,208.74","₹4,635.14","₹2,000.27","₹3,574.84","₹6,676.60","₹3,111.53","₹8,585.44","₹2,536.12",13.65%,"₹12,356.07","₹29,314.22","₹1,821.27",₹399.48,₹341.71,₹365.17,₹714.80,₹117.75,₹387.21,₹600.48,15.00%
PID_01051,"₹18,187.73",Low,39,1,Professional,Tier_2,"₹3,637.55",₹0.00,₹414.90,"₹2,635.36","₹1,417.20",₹639.00,₹537.24,"₹1,009.96",₹630.40,"₹1,469.33",₹197.30,6.17%,"₹1,122.66","₹5,599.50",₹750.02,₹80.68,₹104.14,₹134.18,₹151.50,₹24.52,₹62.42,₹47.61,20.00%
PID_01052,"₹41,175.37",Middle,44,4,Professional,Tier_2,"₹8,235.07",₹0.00,"₹1,644.78","₹6,122.17","₹2,453.25",₹977.49,₹977.33,"₹1,949.54","₹1,825.92","₹2,790.70",₹997.94,13.60%,"₹5,598.93","₹13,201.18","₹1,420.32",₹546.09,₹114.51,₹77.08,₹537.96,₹63.77,₹60.25,₹176.41,20.00%
PID_01053,"₹44,541.51",Middle,25,4,Student,Tier_1,"₹13,362.45","₹5,064.76","₹1,764.95","₹4,597.45","₹2,698.64",₹936.84,"₹1,435.32","₹2,968.60","₹1,837.12","₹4,405.09","₹1,303.71",12.57%,"₹4,166.56","₹4,166.56",₹582.48,₹761.06,₹118.72,₹166.34,₹489.42,₹32.19,₹128.85,₹137.74,30.00%
PID_01054,"₹36,956.31",Middle,57,0,Retired,Tier_2,"₹7,391.26",₹0.00,"₹1,379.68","₹4,817.60","₹2,341.14","₹1,568.62","₹1,473.75","₹2,412.27","₹1,496.18",₹0.00,₹414.29,7.55%,"₹2,788.46","₹13,661.51",₹984.63,₹634.81,₹294.01,₹193.48,₹656.50,₹23.18,₹0.00,₹54.39,20.00%
PID_01055,"₹19,316.38",Low,63,2,Professional,Tier_2,"₹3,863.28",₹0.00,₹900.79,"₹2,131.06","₹1,127.07",₹835.24,₹916.30,"₹1,413.30",₹631.65,"₹1,724.06",₹445.26,7.53%,"₹1,453.72","₹5,328.38",₹113.88,₹243.98,₹166.42,₹182.76,₹167.60,₹26.13,₹73.69,₹46.26,20.00%
PID_01056,"₹17,529.74",Low,48,3,Student,Tier_3,"₹2,629.46",₹0.00,₹602.20,"₹1,823.23","₹1,349.20",₹417.64,₹527.03,"₹1,267.33",₹741.58,"₹1,043.99",₹194.36,5.13%,₹898.87,"₹6,933.72",₹372.55,₹308.21,₹109.10,₹63.63,₹306.81,₹23.49,₹8.14,₹40.39,15.00%
PID_01057,"₹29,392.93",Low,18,3,Professional,Tier_1,"₹8,817.88","₹4,139.83","₹1,214.40","₹3,694.59","₹1,512.05","₹1,116.58",₹849.88,"₹1,813.20",₹967.38,"₹2,499.42",₹556.06,7.74%,"₹2,211.67","₹2,211.67",₹635.83,₹189.02,₹321.68,₹207.30,₹524.74,₹17.55,₹91.25,₹163.74,30.00%
PID_01058,"₹76,660.04",High,56,1,Student,Tier_1,"₹22,998.01","₹8,963.35","₹2,313.49","₹11,243.34","₹3,994.23","₹3,702.87","₹3,642.22","₹3,794.22","₹3,569.10","₹6,633.89","₹1,139.94",11.49%,"₹4,665.37","₹4,665.37","₹1,057.29",₹245.94,₹325.30,₹528.96,₹338.91,₹124.69,₹30.95,₹76.48,30.00%
PID_01059,"₹46,343.34",Middle,51,0,Retired,Tier_2,"₹9,268.67",₹0.00,"₹2,212.39","₹5,317.00","₹2,855.29","₹1,184.85","₹2,276.56","₹2,136.71","₹1,728.98",₹0.00,₹881.99,11.17%,"₹5,177.67","₹18,480.90","₹1,337.14",₹265.23,₹304.37,₹492.71,₹369.39,₹80.57,₹0.00,₹96.81,20.00%
PID_01060,"₹22,302.66",Low,64,2,Self_Employed,Tier_2,"₹4,460.53",₹0.00,"₹1,069.71","₹2,674.54","₹1,225.25",₹895.25,₹634.04,"₹1,098.08",₹857.67,"₹2,073.21",₹356.88,6.04%,"₹1,347.03","₹6,957.50",₹514.53,₹208.96,₹266.69,₹168.41,₹145.04,₹16.67,₹31.68,₹53.95,20.00%
PID_01061,"₹55,620.75",Middle,41,3,Student,Tier_1,"₹16,686.23","₹4,458.00","₹1,916.85","₹7,460.43","₹4,037.40","₹2,762.10","₹2,599.30","₹4,173.00","₹2,013.61","₹3,657.09","₹1,057.13",11.00%,"₹4,799.62","₹4,799.62","₹1,948.99","₹1,085.65",₹591.54,₹437.53,₹564.27,₹19.66,₹35.59,₹196.19,30.00%
PID_01062,"₹3,072.11",Low,45,1,Professional,Tier_1,₹921.63,₹0.00,₹129.27,₹441.63,₹175.27,₹98.54,₹97.37,₹223.84,₹118.27,₹269.49,₹63.65,6.45%,₹198.04,₹533.14,₹94.48,₹43.84,₹23.51,₹20.10,₹16.08,₹4.15,₹10.16,₹3.42,30.00%
PID_01063,"₹75,204.42",High,21,0,Professional,Tier_3,"₹11,280.66",₹0.00,"₹2,030.27","₹7,904.23","₹4,401.43","₹1,629.74","₹2,940.06","₹3,130.77","₹2,469.87",₹0.00,"₹1,326.07",11.02%,"₹8,289.69","₹38,091.31","₹1,435.58",₹546.55,₹269.87,₹296.86,₹844.95,₹77.70,₹0.00,₹103.73,15.00%
PID_01064,"₹7,459.04",Low,35,2,Retired,Tier_2,"₹1,491.81","₹1,040.91",₹293.18,₹967.40,₹430.67,₹226.26,₹354.33,₹536.43,₹229.20,₹408.24,₹128.89,6.66%,₹497.05,"₹1,351.73",₹234.78,₹98.37,₹58.47,₹59.62,₹105.24,₹9.11,₹4.01,₹33.68,20.00%
PID_01065,"₹22,448.97",Low,46,1,Retired,Tier_1,"₹6,734.69","₹3,483.89",₹506.27,"₹2,513.12","₹1,728.16","₹1,080.77",₹456.55,₹928.97,₹683.56,"₹1,696.10",₹407.99,5.66%,"₹1,269.97","₹2,228.91",₹242.13,₹393.34,₹176.73,₹103.22,₹222.16,₹33.22,₹16.34,₹90.14,30.00%
PID_01066,"₹12,249.21",Low,40,1,Student,Tier_1,"₹3,674.76",₹0.00,₹561.96,"₹1,700.75",₹914.94,₹393.93,₹326.79,₹562.62,₹369.71,₹882.86,₹132.64,5.73%,₹702.18,"₹2,728.24",₹490.97,₹116.89,₹97.55,₹91.93,₹151.37,₹17.85,₹21.68,₹34.56,30.00%
PID_01067,"₹10,648.85",Low,54,0,Self_Employed,Tier_1,"₹3,194.66",₹930.50,₹443.50,"₹1,206.18",₹704.82,₹397.92,₹479.17,₹521.34,₹496.89,₹0.00,₹197.94,8.12%,₹864.39,"₹2,075.95",₹225.83,₹186.79,₹37.70,₹38.55,₹91.60,₹21.33,₹0.00,₹44.81,30.00%
PID_01068,"₹75,933.56",High,44,0,Professional,Tier_2,"₹15,186.71",₹0.00,"₹3,693.95","₹10,355.49","₹3,801.53","₹1,659.24","₹3,391.31","₹3,378.64","₹3,086.54",₹0.00,₹922.76,11.96%,"₹9,078.69","₹30,457.40","₹2,277.49",₹315.73,₹411.89,₹885.39,₹471.92,₹37.82,₹0.00,₹89.44,20.00%
PID_01069,"₹20,635.99",Low,33,0,Self_Employed,Tier_3,"₹3,095.40",₹0.00,₹894.50,"₹2,800.38","₹1,235.08",₹883.46,₹464.42,₹931.79,₹910.86,₹0.00,₹593.42,8.07%,"₹1,665.51","₹8,826.69",₹589.88,₹338.73,₹95.26,₹56.28,₹169.27,₹12.50,₹0.00,₹53.34,15.00%
PID_01070,"₹39,583.03",Middle,62,0,Retired,Tier_3,"₹5,937.45",₹0.00,"₹1,008.99","₹5,889.65","₹2,545.68","₹1,694.74","₹1,445.16","₹1,712.20","₹1,653.27",₹0.00,"₹1,187.08",7.29%,"₹2,884.39","₹16,508.80","₹1,399.74",₹417.90,₹334.28,₹311.12,₹350.57,₹72.85,₹0.00,₹65.83,15.00%
PID_01071,"₹28,894.78",Low,44,2,Retired,Tier_2,"₹5,778.96",₹0.00,₹983.13,"₹3,603.80","₹1,896.11","₹1,085.37",₹827.13,"₹1,933.43","₹1,285.73","₹2,662.23",₹415.55,7.86%,"₹2,270.00","₹8,423.34",₹587.78,₹277.06,₹158.36,₹180.99,₹195.19,₹19.55,₹131.77,₹23.43,20.00%
PID_01072,"₹43,940.22",Middle,26,0,Student,Tier_2,"₹8,788.04","₹6,874.55","₹1,593.82","₹4,744.83","₹2,522.31","₹1,015.76","₹1,580.33","₹1,844.63","₹1,664.53",₹0.00,₹468.87,14.32%,"₹6,292.75","₹12,842.54",₹940.82,₹515.47,₹179.13,₹397.13,₹461.20,₹52.73,₹0.00,₹86.60,20.00%
PID_01073,"₹31,901.56",Middle,22,0,Retired,Tier_2,"₹6,380.31","₹5,710.22","₹1,430.91","₹4,455.18","₹2,201.27","₹1,196.64","₹1,217.51","₹2,093.26",₹995.94,₹0.00,₹529.03,9.49%,"₹3,027.06","₹5,691.28",₹437.32,₹601.96,₹80.25,₹199.91,₹569.16,₹32.04,₹0.00,₹81.02,20.00%
PID_01074,"₹10,748.90",Low,25,0,Student,Tier_2,"₹2,149.78",₹0.00,₹392.46,"₹1,476.51",₹599.05,₹215.92,₹233.17,₹703.59,₹359.29,₹0.00,₹245.30,5.60%,₹601.92,"₹4,373.82",₹254.38,₹99.75,₹17.75,₹17.80,₹71.47,₹10.68,₹0.00,₹30.06,20.00%
PID_01075,"₹66,567.13",Middle,35,2,Student,Tier_2,"₹13,313.43",₹0.00,"₹2,283.31","₹9,488.84","₹4,276.08","₹3,275.52","₹1,434.77","₹3,584.04","₹2,829.16","₹5,305.82",₹907.88,12.14%,"₹8,078.51","₹19,868.29","₹2,507.60",₹595.45,₹664.64,₹350.03,₹688.58,₹45.62,₹27.92,₹108.62,20.00%
PID_01076,"₹20,210.29",Low,52,3,Self_Employed,Tier_1,"₹6,063.09","₹3,790.76",₹836.50,"₹2,585.48","₹1,243.44",₹786.76,₹819.91,"₹1,080.68",₹658.76,"₹1,751.29",₹451.96,6.05%,₹141.67,₹141.67,₹526.29,₹138.70,₹190.38,₹169.59,₹74.87,₹11.62,₹8.16,₹58.68,30.00%
PID_01077,"₹8,635.93",Low,23,1,Self_Employed,Tier_1,"₹2,590.78",₹0.00,₹339.09,"₹1,148.15",₹522.86,₹203.03,₹258.99,₹380.45,₹326.85,₹591.09,₹172.34,5.53%,₹477.94,"₹2,102.30",₹291.24,₹37.69,₹13.35,₹77.55,₹98.07,₹3.68,₹6.27,₹15.56,30.00%
PID_01078,"₹21,299.96",Low,60,4,Student,Tier_2,"₹4,259.99",₹0.00,₹904.47,"₹3,155.99","₹1,305.21",₹435.90,₹957.01,"₹1,167.19",₹743.12,"₹1,970.40",₹555.62,5.57%,"₹1,187.42","₹5,845.06",₹550.99,₹95.36,₹59.29,₹263.53,₹288.11,₹15.32,₹91.62,₹148.14,20.00%
PID_01079,"₹99,664.07",High,40,1,Student,Tier_3,"₹14,949.61","₹7,562.41","₹3,413.87","₹10,046.45","₹6,318.41","₹2,699.95","₹2,704.60","₹4,114.18","₹3,504.92","₹8,921.77","₹2,459.80",10.78%,"₹10,740.28","₹32,968.09","₹2,902.43","₹1,045.80",₹460.46,₹542.45,₹648.89,₹169.19,₹255.78,₹669.75,15.00%
PID_01080,"₹59,226.84",Middle,63,2,Student,Tier_2,"₹11,845.37","₹4,448.06","₹2,470.06","₹7,900.59","₹3,397.66","₹2,595.58","₹1,992.03","₹3,390.51","₹2,828.70","₹4,378.95","₹1,654.43",10.36%,"₹6,137.13","₹12,324.90","₹1,042.84",₹318.80,₹646.47,₹495.84,₹347.57,₹7.30,₹169.09,₹120.45,20.00%
PID_01081,"₹22,697.97",Low,43,0,Retired,Tier_1,"₹6,809.39",₹0.00,"₹1,115.22","₹2,792.29","₹1,303.56",₹685.16,₹677.93,"₹1,797.78","₹1,128.52",₹0.00,₹587.79,9.35%,"₹2,123.27","₹5,800.33",₹199.53,₹269.34,₹142.43,₹69.40,₹428.59,₹7.68,₹0.00,₹169.09,30.00%
PID_01082,"₹22,686.98",Low,56,2,Self_Employed,Tier_1,"₹6,806.09",₹0.00,₹577.35,"₹2,735.07","₹1,274.37","₹1,020.75",₹866.43,₹999.08,₹777.66,"₹2,005.72",₹406.21,9.67%,"₹2,192.88","₹5,218.26",₹661.21,₹123.41,₹239.71,₹108.72,₹78.09,₹13.05,₹90.72,₹86.43,30.00%
PID_01083,"₹23,193.90",Low,41,3,Retired,Tier_2,"₹4,638.78",₹0.00,₹500.27,"₹2,665.80","₹1,622.67",₹592.64,₹751.82,"₹1,753.51",₹839.89,"₹1,611.61",₹605.52,9.76%,"₹2,263.70","₹7,611.37",₹536.22,₹448.87,₹148.35,₹184.11,₹183.89,₹16.91,₹23.32,₹118.06,20.00%
PID_01084,"₹158,000.12",High,27,4,Self_Employed,Tier_2,"₹31,600.02",₹0.00,"₹5,865.26","₹21,534.87","₹9,111.33","₹7,298.68","₹7,291.75","₹6,638.02","₹6,064.96","₹12,339.51","₹3,240.17",17.15%,"₹27,089.59","₹47,015.54","₹5,882.39","₹1,044.57",₹598.20,"₹1,075.35",₹790.38,₹38.24,₹281.49,₹637.14,20.00%
PID_01085,"₹40,721.07",Middle,32,3,Retired,Tier_3,"₹6,108.16",₹0.00,"₹1,007.99","₹4,306.53","₹2,067.54","₹1,459.83","₹1,343.31","₹2,809.89","₹1,445.71","₹2,187.83",₹648.55,11.12%,"₹4,528.49","₹17,335.74",₹332.46,₹116.70,₹238.74,₹173.26,₹205.41,₹65.97,₹46.08,₹80.92,15.00%
PID_01086,"₹42,318.77",Middle,55,0,Self_Employed,Tier_2,"₹8,463.75",₹0.00,"₹1,055.92","₹4,716.96","₹2,669.72","₹1,873.93","₹1,585.04","₹3,241.89","₹1,786.36",₹0.00,₹732.21,10.92%,"₹4,619.89","₹16,192.98",₹344.34,₹733.46,₹463.38,₹431.86,₹213.82,₹30.57,₹0.00,₹164.02,20.00%
PID_01087,"₹68,403.51",Middle,37,2,Student,Tier_3,"₹10,260.53","₹12,338.98","₹2,747.36","₹7,939.11","₹4,435.51","₹1,823.52","₹3,052.58","₹5,270.16","₹2,897.20","₹6,042.54","₹1,059.95",10.42%,"₹7,130.27","₹10,536.08","₹1,595.13",₹661.85,₹485.98,₹580.81,"₹1,319.84",₹84.96,₹95.96,₹59.71,15.00%
PID_01088,"₹36,314.92",Middle,46,2,Self_Employed,Tier_2,"₹7,262.98",₹0.00,"₹1,186.01","₹3,999.46","₹2,858.68","₹1,542.44","₹1,402.98","₹1,769.68","₹1,614.56","₹2,597.44",₹761.76,8.71%,"₹3,164.39","₹11,318.92",₹672.15,₹229.34,₹167.54,₹107.70,₹255.96,₹5.31,₹77.13,₹40.58,20.00%
PID_01089,"₹24,384.89",Low,23,0,Retired,Tier_3,"₹3,657.73","₹3,723.51",₹511.50,"₹2,616.37","₹1,680.90","₹1,180.68",₹945.82,"₹1,407.22",₹735.15,₹0.00,₹630.50,8.83%,"₹2,152.51","₹7,295.51",₹435.66,₹372.82,₹115.38,₹270.70,₹228.05,₹6.87,₹0.00,₹125.46,15.00%
PID_01090,"₹25,639.07",Low,26,0,Professional,Tier_2,"₹5,127.81",₹0.00,₹944.77,"₹3,186.29","₹1,363.34",₹804.53,"₹1,053.79","₹1,207.79",₹949.77,₹0.00,₹259.58,6.31%,"₹1,617.49","₹10,741.40",₹618.07,₹401.62,₹54.78,₹113.36,₹209.92,₹13.32,₹0.00,₹60.41,20.00%
PID_01091,"₹28,329.86",Low,22,4,Self_Employed,Tier_1,"₹8,498.96",₹0.00,₹774.30,"₹3,000.47","₹1,799.39","₹1,345.07",₹894.31,"₹1,324.04",₹864.87,"₹1,882.19",₹682.04,9.92%,"₹2,810.11","₹7,264.22",₹621.81,₹304.79,₹198.20,₹88.88,₹115.61,₹0.51,₹39.32,₹58.38,30.00%
PID_01092,"₹29,119.84",Low,56,3,Retired,Tier_2,"₹5,823.97",₹0.00,₹961.35,"₹3,358.76","₹2,110.30",₹670.93,₹599.84,"₹1,509.48","₹1,200.17","₹2,732.42",₹827.01,9.95%,"₹2,896.55","₹9,325.59",₹960.29,₹381.44,₹160.48,₹49.66,₹191.24,₹55.99,₹109.88,₹109.92,20.00%
PID_01093,"₹53,693.99",Middle,36,0,Self_Employed,Tier_2,"₹10,738.80","₹3,730.16","₹1,136.75","₹7,805.44","₹4,017.97","₹1,780.85","₹2,106.23","₹3,552.59","₹1,823.34",₹0.00,"₹1,204.69",14.51%,"₹7,791.41","₹15,797.18","₹1,914.23",₹684.68,₹349.28,₹174.48,₹564.75,₹35.81,₹0.00,₹105.78,20.00%
PID_01094,"₹31,272.97",Middle,22,0,Retired,Tier_2,"₹6,254.59","₹3,886.25",₹685.05,"₹3,981.52","₹2,149.70",₹861.88,₹803.33,"₹2,435.91","₹1,435.43",₹0.00,₹782.51,7.49%,"₹2,343.67","₹7,996.80",₹487.96,₹265.37,₹93.96,₹132.56,₹264.81,₹26.05,₹0.00,₹50.10,20.00%
PID_01095,"₹53,909.65",Middle,37,3,Professional,Tier_2,"₹10,781.93",₹0.00,"₹1,387.98","₹6,790.94","₹4,145.11","₹1,492.10","₹1,773.30","₹4,090.42","₹2,103.21","₹4,814.26","₹1,032.57",11.13%,"₹6,000.15","₹15,497.82",₹405.98,"₹1,067.42",₹75.66,₹262.02,₹279.95,₹49.82,₹59.67,₹57.40,20.00%
PID_01096,"₹28,124.02",Low,28,0,Self_Employed,Tier_2,"₹5,624.80",₹0.00,"₹1,168.52","₹3,952.56","₹1,856.07",₹880.02,"₹1,370.65","₹2,213.50",₹961.24,₹0.00,₹332.43,8.15%,"₹2,291.12","₹9,764.22","₹1,119.73",₹229.96,₹213.12,₹306.76,₹452.37,₹24.17,₹0.00,₹91.58,20.00%
PID_01097,"₹31,947.87",Middle,44,4,Student,Tier_1,"₹9,584.36",₹0.00,"₹1,396.11","₹4,298.55","₹1,962.26","₹1,146.15","₹1,590.26","₹2,434.60",₹995.17,"₹1,975.33",₹817.11,6.46%,"₹2,062.44","₹5,748.00",₹316.35,₹428.71,₹188.53,₹239.33,₹624.63,₹15.53,₹22.61,₹118.53,30.00%
PID_01098,"₹6,065.62",Low,46,4,Retired,Tier_2,"₹1,213.12",₹0.00,₹183.87,₹716.83,₹391.74,₹178.78,₹190.82,₹285.69,₹228.88,₹559.89,₹95.37,8.74%,₹529.99,"₹2,020.63",₹135.87,₹44.17,₹44.97,₹48.92,₹42.18,₹8.38,₹6.95,₹23.55,20.00%
PID_01099,"₹62,443.34",Middle,24,3,Retired,Tier_2,"₹12,488.67","₹10,238.61","₹1,484.12","₹6,664.04","₹3,210.58","₹1,925.98","₹1,521.15","₹4,446.07","₹2,331.86","₹4,332.78",₹985.68,13.56%,"₹8,470.14","₹12,813.79",₹482.57,₹357.34,₹397.07,₹232.18,"₹1,159.30",₹87.27,₹29.96,₹178.91,20.00%
