Income,Cleaned_Income,Age,Cleaned_Age,Dependents,Cleaned_Dependents,Occupation,Cleaned_Occupation,City_Tier,Rent,Cleaned_Rent,Loan_Repayment,Cleaned_Loan_Repayment,Insurance,Cleaned_Insurance,Groceries,Cleaned_Groceries,Transport,Cleaned_Transport,Eating_Out,Cleaned_Eating_Out,Entertainment,Cleaned_Entertainment,Utilities,Cleaned_Utilities,Healthcare,Cleaned_Healthcare,Education,Cleaned_Education,Miscellaneous,Cleaned_Miscellaneuos,Desired_Savings_Percentage,Cleaned_Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
"₹23,560.25","₹23,560.25",44,44,3,3,Self_Employed,Self_Employed,Tier_2,"₹4,712.05","₹4,712.05","₹2,189.32","₹2,189.32","₹1,137.12","₹1,137.12","₹3,078.03","₹3,078.03","₹1,599.01","₹1,599.01",₹819.37,₹819.37,₹734.81,₹734.81,"₹1,428.47","₹1,428.47",₹778.98,₹778.98,"₹2,261.85","₹2,261.85",₹331.34,₹331.34,8.886675254,8.89%,"₹2,093.72","₹4,489.90",₹569.50,₹172.87,₹79.49,₹151.71,₹107.14,₹31.99,₹20.69,₹38.59
"₹23,049.39","₹23,049.39",42,42,2,2,Retired,Retired,Tier_2,"₹4,609.88","₹4,609.88",₹0.00,₹0.00,₹891.81,₹891.81,"₹2,572.61","₹2,572.61","₹1,842.47","₹1,842.47",₹737.77,₹737.77,₹679.52,₹679.52,"₹1,569.89","₹1,569.89","₹1,071.89","₹1,071.89","₹1,769.47","₹1,769.47",₹388.97,₹388.97,5.756345318,5.76%,"₹1,326.80","₹6,915.12",₹686.79,₹266.92,₹149.01,₹134.47,₹367.84,₹17.90,₹22.09,₹71.77
"₹53,876.48","₹53,876.48",61,61,2,2,Professional,Professional,Tier_2,"₹10,775.30","₹10,775.30",₹0.00,₹0.00,"₹1,193.07","₹1,193.07","₹7,677.61","₹7,677.61","₹3,385.38","₹3,385.38","₹2,241.69","₹2,241.69","₹1,088.37","₹1,088.37","₹4,289.73","₹4,289.73","₹1,905.92","₹1,905.92","₹4,964.33","₹4,964.33","₹1,314.54","₹1,314.54",14.58560808,14.59%,"₹7,858.21","₹15,040.54","₹1,693.38",₹447.70,₹359.02,₹286.38,"₹1,260.83",₹50.08,₹25.27,₹139.72
"₹39,222.23","₹39,222.23",52,52,2,2,Professional,Professional,Tier_3,"₹5,883.34","₹5,883.34",₹0.00,₹0.00,"₹1,506.32","₹1,506.32","₹4,094.60","₹4,094.60","₹2,194.42","₹2,194.42","₹1,411.28","₹1,411.28","₹1,284.49","₹1,284.49","₹2,409.12","₹2,409.12","₹1,335.57","₹1,335.57","₹2,630.34","₹2,630.34","₹1,095.85","₹1,095.85",7.73835155,7.74%,"₹3,035.15","₹15,376.91",₹804.36,₹450.79,₹407.43,₹309.59,₹716.60,₹65.36,₹43.07,₹76.82
"₹38,633.59","₹38,633.59",26,26,3,3,Self_Employed,Self_Employed,Tier_1,"₹11,590.08","₹11,590.08",₹0.00,₹0.00,"₹1,261.56","₹1,261.56","₹4,089.25","₹4,089.25","₹2,399.34","₹2,399.34",₹971.39,₹971.39,"₹1,459.83","₹1,459.83","₹2,698.49","₹2,698.49","₹1,270.88","₹1,270.88","₹3,646.70","₹3,646.70",₹881.52,₹881.52,8.882701428,8.88%,"₹3,431.71","₹8,364.56","₹1,223.53",₹375.39,₹180.81,₹182.87,₹465.93,₹59.84,₹143.87,₹217.60
"₹43,667.82","₹43,667.82",23,23,0,0,Professional,Professional,Tier_3,"₹6,550.17","₹6,550.17","₹6,424.88","₹6,424.88","₹1,391.07","₹1,391.07","₹5,207.18","₹5,207.18","₹3,164.10","₹3,164.10","₹1,800.25","₹1,800.25","₹1,986.42","₹1,986.42","₹3,141.23","₹3,141.23","₹1,648.52","₹1,648.52",₹0.00,₹0.00,"₹1,147.10","₹1,147.10",12.15670293,12.16%,"₹5,308.57","₹11,206.91",₹346.29,₹197.28,₹372.05,₹147.19,₹814.13,₹30.71,₹0.00,₹187.39
"₹8,782.31","₹8,782.31",43,43,3,3,Professional,Professional,Tier_3,"₹1,317.35","₹1,317.35",₹867.85,₹867.85,₹183.02,₹183.02,"₹1,273.26","₹1,273.26",₹586.35,₹586.35,₹275.64,₹275.64,₹206.81,₹206.81,₹427.70,₹427.70,₹399.46,₹399.46,₹717.54,₹717.54,₹108.22,₹108.22,6.649503401,6.65%,₹583.98,"₹2,419.12",₹104.60,₹175.29,₹76.07,₹52.03,₹123.99,₹16.69,₹24.13,₹18.38
"₹54,961.25","₹54,961.25",55,55,1,1,Student,Student,Tier_2,"₹10,992.25","₹10,992.25","₹6,520.70","₹6,520.70","₹2,540.39","₹2,540.39","₹7,756.38","₹7,756.38","₹3,556.76","₹3,556.76","₹2,371.96","₹2,371.96","₹2,415.71","₹2,415.71","₹2,308.92","₹2,308.92","₹2,535.18","₹2,535.18","₹3,454.79","₹3,454.79","₹1,640.59","₹1,640.59",12.37651825,12.38%,"₹6,802.29","₹8,867.62","₹1,405.26",₹222.08,₹327.87,₹669.42,₹566.39,₹116.50,₹13.66,₹370.66
"₹48,968.26","₹48,968.26",56,56,3,3,Professional,Professional,Tier_2,"₹9,793.65","₹9,793.65",₹0.00,₹0.00,"₹2,239.38","₹2,239.38","₹7,122.24","₹7,122.24","₹3,046.66","₹3,046.66","₹2,414.18","₹2,414.18","₹1,784.21","₹1,784.21","₹2,758.23","₹2,758.23","₹1,866.54","₹1,866.54","₹4,052.45","₹4,052.45","₹1,411.61","₹1,411.61",13.00060179,13.00%,"₹6,366.17","₹12,479.11",₹632.42,₹723.57,₹366.14,₹455.00,₹204.99,₹39.20,₹106.15,₹274.82
"₹13,301.16","₹13,301.16",44,44,2,2,Retired,Retired,Tier_3,"₹1,995.17","₹1,995.17","₹1,424.73","₹1,424.73",₹395.25,₹395.25,"₹1,796.13","₹1,796.13","₹1,053.28","₹1,053.28",₹467.78,₹467.78,₹558.20,₹558.20,₹815.76,₹815.76,₹598.19,₹598.19,"₹1,076.12","₹1,076.12",₹182.19,₹182.19,9.691097993,9.69%,"₹1,289.03","₹2,938.34",₹250.80,₹267.79,₹25.72,₹64.49,₹200.06,₹4.16,₹4.32,₹14.13
"₹24,678.51","₹24,678.51",57,57,2,2,Retired,Retired,Tier_3,"₹3,701.78","₹3,701.78","₹4,605.09","₹4,605.09","₹1,217.37","₹1,217.37","₹3,234.87","₹3,234.87","₹1,725.11","₹1,725.11","₹1,043.09","₹1,043.09",₹939.08,₹939.08,"₹1,078.68","₹1,078.68",₹766.96,₹766.96,"₹1,987.87","₹1,987.87",₹389.55,₹389.55,9.97018442,9.97%,"₹2,460.49","₹3,989.08",₹762.78,₹104.74,₹272.42,₹154.26,₹271.00,₹0.40,₹6.92,₹46.22
"₹29,071.30","₹29,071.30",48,48,0,0,Professional,Professional,Tier_2,"₹5,814.26","₹5,814.26",₹0.00,₹0.00,₹699.84,₹699.84,"₹4,046.30","₹4,046.30","₹2,096.11","₹2,096.11","₹1,051.77","₹1,051.77","₹1,374.21","₹1,374.21","₹1,238.58","₹1,238.58","₹1,408.24","₹1,408.24",₹0.00,₹0.00,₹806.83,₹806.83,6.39426353,6.39%,"₹1,858.90","₹10,535.16",₹508.33,₹545.04,₹265.20,₹351.29,₹142.45,₹19.32,₹0.00,₹139.67
"₹26,939.67","₹26,939.67",20,20,4,4,Self_Employed,Self_Employed,Tier_3,"₹4,040.95","₹4,040.95",₹0.00,₹0.00,"₹1,213.78","₹1,213.78","₹2,963.11","₹2,963.11","₹1,766.36","₹1,766.36","₹1,323.78","₹1,323.78",₹900.68,₹900.68,"₹2,097.05","₹2,097.05",₹997.77,₹997.77,"₹2,509.71","₹2,509.71",₹496.21,₹496.21,7.245292558,7.25%,"₹1,951.86","₹8,630.27",₹520.42,₹180.08,₹147.40,₹140.49,₹623.26,₹11.52,₹64.30,₹130.65
"₹39,184.66","₹39,184.66",41,41,2,2,Professional,Professional,Tier_2,"₹7,836.93","₹7,836.93","₹7,428.25","₹7,428.25","₹1,514.62","₹1,514.62","₹4,136.68","₹4,136.68","₹2,598.45","₹2,598.45","₹1,448.01","₹1,448.01","₹1,412.72","₹1,412.72","₹2,431.08","₹2,431.08","₹1,188.19","₹1,188.19","₹2,895.51","₹2,895.51",₹421.47,₹421.47,8.598322045,8.60%,"₹3,369.22","₹5,872.76","₹1,165.78",₹740.37,₹259.56,₹256.16,₹543.83,₹40.14,₹76.13,₹80.61
"₹94,282.05","₹94,282.05",32,32,2,2,Student,Student,Tier_3,"₹14,142.31","₹14,142.31",₹0.00,₹0.00,"₹3,259.57","₹3,259.57","₹13,814.28","₹13,814.28","₹5,544.03","₹5,544.03","₹3,102.97","₹3,102.97","₹3,851.06","₹3,851.06","₹4,163.95","₹4,163.95","₹3,275.65","₹3,275.65","₹9,200.29","₹9,200.29","₹1,634.27","₹1,634.27",11.81179251,11.81%,"₹11,136.40","₹32,293.67",₹897.22,"₹1,497.46",₹288.96,₹349.85,₹561.67,₹48.77,₹80.18,₹259.07
"₹71,279.64","₹71,279.64",23,23,4,4,Retired,Retired,Tier_1,"₹21,383.89","₹21,383.89","₹7,563.18","₹7,563.18","₹3,485.93","₹3,485.93","₹10,112.99","₹10,112.99","₹4,035.43","₹4,035.43","₹2,181.20","₹2,181.20","₹2,472.48","₹2,472.48","₹3,990.77","₹3,990.77","₹2,739.43","₹2,739.43","₹5,748.39","₹5,748.39",₹973.01,₹973.01,12.15778919,12.16%,"₹6,592.94","₹6,592.94","₹2,690.45",₹623.97,₹268.02,₹271.26,"₹1,125.03",₹88.14,₹131.69,₹98.29
"₹10,500.49","₹10,500.49",28,28,3,3,Student,Student,Tier_2,"₹2,100.10","₹2,100.10",₹0.00,₹0.00,₹393.68,₹393.68,"₹1,271.33","₹1,271.33",₹756.68,₹756.68,₹274.93,₹274.93,₹414.80,₹414.80,₹582.60,₹582.60,₹369.45,₹369.45,₹824.05,₹824.05,₹119.22,₹119.22,7.665649219,7.67%,₹804.93,"₹3,393.65",₹310.51,₹74.81,₹18.76,₹79.01,₹52.00,₹11.36,₹40.93,₹34.87
"₹49,345.84","₹49,345.84",47,47,2,2,Self_Employed,Self_Employed,Tier_2,"₹9,869.17","₹9,869.17","₹4,295.42","₹4,295.42","₹2,221.17","₹2,221.17","₹6,854.40","₹6,854.40","₹2,554.10","₹2,554.10","₹1,525.86","₹1,525.86","₹1,013.37","₹1,013.37","₹2,574.03","₹2,574.03","₹2,277.85","₹2,277.85","₹4,166.34","₹4,166.34","₹1,238.27","₹1,238.27",14.48453378,14.48%,"₹7,147.51","₹10,755.88","₹1,347.04",₹384.81,₹435.30,₹214.08,₹326.22,₹27.40,₹51.36,₹331.85
"₹86,864.03","₹86,864.03",52,52,0,0,Student,Student,Tier_2,"₹17,372.81","₹17,372.81",₹0.00,₹0.00,"₹2,342.40","₹2,342.40","₹10,901.42","₹10,901.42","₹6,877.16","₹6,877.16","₹3,308.99","₹3,308.99","₹3,304.89","₹3,304.89","₹5,880.87","₹5,880.87","₹3,466.72","₹3,466.72",₹0.00,₹0.00,"₹2,191.48","₹2,191.48",11.25131601,11.25%,"₹9,773.35","₹31,217.31","₹2,992.78",₹539.93,₹514.00,₹934.77,"₹1,718.72",₹64.82,₹0.00,₹184.68
"₹40,880.13","₹40,880.13",55,55,3,3,Self_Employed,Self_Employed,Tier_2,"₹8,176.03","₹8,176.03","₹6,560.50","₹6,560.50",₹857.15,₹857.15,"₹4,121.37","₹4,121.37","₹3,118.42","₹3,118.42",₹883.93,₹883.93,"₹1,175.13","₹1,175.13","₹2,112.58","₹2,112.58","₹1,915.88","₹1,915.88","₹2,123.13","₹2,123.13","₹1,159.67","₹1,159.67",14.29178789,14.29%,"₹5,842.50","₹8,676.34",₹933.87,₹624.57,₹172.37,₹131.84,₹490.07,₹23.30,₹16.11,₹246.93
"₹71,806.98","₹71,806.98",60,60,3,3,Retired,Retired,Tier_3,"₹10,771.05","₹10,771.05",₹0.00,₹0.00,"₹1,891.07","₹1,891.07","₹7,234.94","₹7,234.94","₹5,309.75","₹5,309.75","₹2,437.00","₹2,437.00","₹3,230.26","₹3,230.26","₹5,332.83","₹5,332.83","₹2,717.30","₹2,717.30","₹6,712.41","₹6,712.41",₹730.74,₹730.74,13.86647533,13.87%,"₹9,957.10","₹25,439.62","₹1,033.42",₹704.71,₹186.08,₹407.15,₹421.19,₹127.35,₹204.85,₹102.47
"₹150,056.78","₹150,056.78",57,57,2,2,Student,Student,Tier_1,"₹45,017.03","₹45,017.03",₹0.00,₹0.00,"₹7,450.35","₹7,450.35","₹18,553.63","₹18,553.63","₹10,498.33","₹10,498.33","₹4,389.81","₹4,389.81","₹4,035.57","₹4,035.57","₹11,485.97","₹11,485.97","₹7,007.92","₹7,007.92","₹10,477.76","₹10,477.76","₹3,582.65","₹3,582.65",15.05370792,15.05%,"₹22,589.11","₹27,557.75",₹950.05,"₹2,235.90",₹420.33,"₹1,204.56","₹2,038.87",₹121.81,₹404.74,₹882.94
"₹68,044.71","₹68,044.71",46,46,3,3,Student,Student,Tier_1,"₹20,413.41","₹20,413.41",₹0.00,₹0.00,"₹2,506.75","₹2,506.75","₹8,799.09","₹8,799.09","₹4,732.21","₹4,732.21","₹3,273.29","₹3,273.29","₹2,836.61","₹2,836.61","₹5,050.56","₹5,050.56","₹2,771.20","₹2,771.20","₹3,618.34","₹3,618.34","₹1,579.16","₹1,579.16",14.73673604,14.74%,"₹10,027.57","₹12,464.08","₹1,473.28",₹254.24,₹641.53,₹390.99,₹626.16,₹28.57,₹125.88,₹128.05
"₹36,621.82","₹36,621.82",40,40,3,3,Professional,Professional,Tier_2,"₹7,324.36","₹7,324.36",₹0.00,₹0.00,"₹1,657.38","₹1,657.38","₹5,168.74","₹5,168.74","₹2,648.79","₹2,648.79","₹1,473.26","₹1,473.26","₹1,701.04","₹1,701.04","₹2,372.02","₹2,372.02","₹1,231.84","₹1,231.84","₹2,109.19","₹2,109.19","₹1,019.10","₹1,019.10",8.697955083,8.70%,"₹3,185.35","₹9,916.08","₹1,357.51",₹209.41,₹276.91,₹328.48,₹391.05,₹14.79,₹47.66,₹90.93
"₹69,218.50","₹69,218.50",59,59,0,0,Self_Employed,Self_Employed,Tier_2,"₹13,843.70","₹13,843.70","₹6,732.38","₹6,732.38","₹2,806.77","₹2,806.77","₹8,962.82","₹8,962.82","₹5,361.30","₹5,361.30","₹2,824.60","₹2,824.60","₹1,626.31","₹1,626.31","₹4,728.82","₹4,728.82","₹2,415.48","₹2,415.48",₹0.00,₹0.00,₹889.62,₹889.62,10.68012578,10.68%,"₹7,392.62","₹19,026.69","₹2,333.13",₹541.80,₹404.57,₹83.37,₹342.29,₹78.71,₹0.00,₹249.04
"₹33,686.85","₹33,686.85",59,59,3,3,Professional,Professional,Tier_2,"₹6,737.37","₹6,737.37",₹0.00,₹0.00,₹829.82,₹829.82,"₹4,367.74","₹4,367.74","₹2,207.97","₹2,207.97","₹1,336.39","₹1,336.39","₹1,639.87","₹1,639.87","₹2,241.69","₹2,241.69","₹1,119.50","₹1,119.50","₹2,047.01","₹2,047.01",₹763.99,₹763.99,5.855979473,5.86%,"₹1,972.70","₹10,395.50",₹926.55,₹466.27,₹208.45,₹239.88,₹352.06,₹51.66,₹28.31,₹217.71
"₹30,579.19","₹30,579.19",20,20,2,2,Self_Employed,Self_Employed,Tier_2,"₹6,115.84","₹6,115.84","₹3,734.79","₹3,734.79",₹715.87,₹715.87,"₹4,581.88","₹4,581.88","₹1,683.66","₹1,683.66","₹1,253.58","₹1,253.58",₹790.79,₹790.79,"₹1,387.90","₹1,387.90","₹1,051.61","₹1,051.61","₹1,751.27","₹1,751.27",₹609.78,₹609.78,5.255856974,5.26%,"₹1,607.20","₹6,902.23","₹1,062.59",₹470.56,₹218.85,₹123.02,₹155.50,₹31.24,₹30.46,₹178.75
"₹22,647.87","₹22,647.87",43,43,2,2,Professional,Professional,Tier_3,"₹3,397.18","₹3,397.18",₹0.00,₹0.00,₹782.74,₹782.74,"₹2,266.62","₹2,266.62","₹1,191.06","₹1,191.06",₹646.66,₹646.66,₹930.63,₹930.63,₹945.08,₹945.08,"₹1,073.73","₹1,073.73","₹2,076.94","₹2,076.94",₹467.39,₹467.39,9.898298008,9.90%,"₹2,241.75","₹8,869.83",₹403.69,₹86.26,₹134.83,₹135.21,₹48.13,₹7.66,₹97.35,₹130.91
"₹104,786.83","₹104,786.83",31,31,4,4,Retired,Retired,Tier_2,"₹20,957.37","₹20,957.37",₹0.00,₹0.00,"₹5,057.35","₹5,057.35","₹12,304.83","₹12,304.83","₹6,897.65","₹6,897.65","₹4,142.99","₹4,142.99","₹4,763.55","₹4,763.55","₹8,284.39","₹8,284.39","₹4,784.41","₹4,784.41","₹6,618.94","₹6,618.94","₹1,950.45","₹1,950.45",16.95947033,16.96%,"₹17,771.29","₹29,024.90","₹2,899.60","₹1,086.44",₹334.25,"₹1,006.59","₹1,339.67",₹220.49,₹151.72,₹425.35
"₹15,587.27","₹15,587.27",36,36,1,1,Student,Student,Tier_2,"₹3,117.45","₹3,117.45","₹2,050.75","₹2,050.75",₹373.96,₹373.96,"₹2,283.17","₹2,283.17","₹1,083.90","₹1,083.90",₹528.01,₹528.01,₹319.40,₹319.40,"₹1,070.62","₹1,070.62",₹686.21,₹686.21,"₹1,520.62","₹1,520.62",₹337.43,₹337.43,8.209468608,8.21%,"₹1,279.63","₹2,215.75",₹365.95,₹253.59,₹67.18,₹50.99,₹163.94,₹0.56,₹62.18,₹46.97
"₹102,216.34","₹102,216.34",38,38,4,4,Professional,Professional,Tier_2,"₹20,443.27","₹20,443.27",₹0.00,₹0.00,"₹3,583.46","₹3,583.46","₹12,178.96","₹12,178.96","₹7,792.00","₹7,792.00","₹3,935.38","₹3,935.38","₹4,944.89","₹4,944.89","₹4,312.14","₹4,312.14","₹5,069.54","₹5,069.54","₹9,079.46","₹9,079.46","₹1,275.90","₹1,275.90",18.43515757,18.44%,"₹18,843.74","₹29,601.34",₹689.67,"₹1,685.40",₹355.61,₹738.95,₹331.98,₹20.79,₹201.35,₹370.83
"₹44,749.88","₹44,749.88",38,38,0,0,Student,Student,Tier_2,"₹8,949.98","₹8,949.98",₹0.00,₹0.00,"₹1,915.02","₹1,915.02","₹5,012.91","₹5,012.91","₹3,452.51","₹3,452.51","₹1,506.16","₹1,506.16","₹1,398.23","₹1,398.23","₹3,123.84","₹3,123.84","₹1,604.63","₹1,604.63",₹0.00,₹0.00,"₹1,234.81","₹1,234.81",11.27554096,11.28%,"₹5,045.79","₹16,551.78","₹1,227.39",₹596.86,₹276.36,₹269.72,₹585.70,₹40.11,₹0.00,₹323.19
"₹9,793.83","₹9,793.83",26,26,0,0,Self_Employed,Self_Employed,Tier_3,"₹1,469.07","₹1,469.07",₹0.00,₹0.00,₹219.07,₹219.07,"₹1,194.03","₹1,194.03",₹697.82,₹697.82,₹427.76,₹427.76,₹359.51,₹359.51,₹585.37,₹585.37,₹403.16,₹403.16,₹0.00,₹0.00,₹233.17,₹233.17,7.096273776,7.10%,₹695.00,"₹4,204.85",₹304.94,₹58.41,₹86.60,₹105.44,₹172.58,₹17.68,₹0.00,₹26.17
"₹40,258.33","₹40,258.33",30,30,2,2,Self_Employed,Self_Employed,Tier_2,"₹8,051.67","₹8,051.67","₹7,972.80","₹7,972.80","₹1,296.69","₹1,296.69","₹5,571.29","₹5,571.29","₹3,109.59","₹3,109.59","₹1,251.93","₹1,251.93","₹1,715.83","₹1,715.83","₹2,805.47","₹2,805.47","₹1,977.51","₹1,977.51","₹3,702.61","₹3,702.61",₹403.26,₹403.26,10.7893744,10.79%,"₹2,399.68","₹2,399.68","₹1,649.31",₹599.29,₹244.62,₹224.52,₹405.26,₹86.25,₹27.99,₹48.99
"₹5,591.10","₹5,591.10",58,58,1,1,Retired,Retired,Tier_2,"₹1,118.22","₹1,118.22",₹0.00,₹0.00,₹201.73,₹201.73,₹772.36,₹772.36,₹432.80,₹432.80,₹254.64,₹254.64,₹176.01,₹176.01,₹252.85,₹252.85,₹243.67,₹243.67,₹377.88,₹377.88,₹107.19,₹107.19,9.624715293,9.62%,₹538.13,"₹1,653.74",₹199.86,₹91.34,₹14.90,₹32.67,₹42.76,₹2.35,₹6.09,₹28.01
"₹49,481.74","₹49,481.74",61,61,4,4,Retired,Retired,Tier_2,"₹9,896.35","₹9,896.35",₹0.00,₹0.00,"₹1,152.37","₹1,152.37","₹5,772.94","₹5,772.94","₹2,911.80","₹2,911.80","₹1,324.14","₹1,324.14","₹1,807.34","₹1,807.34","₹2,109.40","₹2,109.40","₹2,173.79","₹2,173.79","₹4,799.13","₹4,799.13","₹1,441.06","₹1,441.06",14.74170953,14.74%,"₹7,294.45","₹16,093.44","₹1,717.76",₹749.47,₹252.59,₹406.04,₹307.45,₹18.39,₹150.76,₹80.13
"₹60,909.10","₹60,909.10",63,63,1,1,Student,Student,Tier_1,"₹18,272.73","₹18,272.73",₹0.00,₹0.00,"₹2,417.19","₹2,417.19","₹6,449.41","₹6,449.41","₹3,733.13","₹3,733.13","₹2,803.12","₹2,803.12","₹1,572.92","₹1,572.92","₹4,429.23","₹4,429.23","₹2,183.74","₹2,183.74","₹4,627.64","₹4,627.64",₹829.54,₹829.54,12.75833805,12.76%,"₹7,770.99","₹13,590.46",₹423.41,₹511.98,₹601.41,₹289.75,₹541.83,₹17.36,₹156.27,₹85.67
"₹18,677.37","₹18,677.37",54,54,2,2,Professional,Professional,Tier_1,"₹5,603.21","₹5,603.21",₹0.00,₹0.00,₹787.49,₹787.49,"₹2,768.39","₹2,768.39","₹1,400.01","₹1,400.01",₹648.86,₹648.86,₹472.93,₹472.93,"₹1,156.18","₹1,156.18",₹604.37,₹604.37,"₹1,842.08","₹1,842.08",₹541.42,₹541.42,9.992700236,9.99%,"₹1,866.37","₹2,852.42",₹247.69,₹314.06,₹171.14,₹90.53,₹186.59,₹14.13,₹47.90,₹127.91
"₹33,116.63","₹33,116.63",55,55,3,3,Retired,Retired,Tier_1,"₹9,934.99","₹9,934.99",₹0.00,₹0.00,"₹1,297.66","₹1,297.66","₹3,693.24","₹3,693.24","₹2,637.02","₹2,637.02","₹1,043.00","₹1,043.00","₹1,620.38","₹1,620.38","₹1,368.33","₹1,368.33","₹1,048.22","₹1,048.22","₹1,864.41","₹1,864.41",₹823.47,₹823.47,9.402079874,9.40%,"₹3,113.65","₹7,785.90",₹973.05,₹620.22,₹210.24,₹348.26,₹179.99,₹4.35,₹55.76,₹169.60
"₹143,240.26","₹143,240.26",62,62,2,2,Student,Student,Tier_3,"₹21,486.04","₹21,486.04",₹0.00,₹0.00,"₹3,183.46","₹3,183.46","₹20,965.45","₹20,965.45","₹7,727.49","₹7,727.49","₹4,722.52","₹4,722.52","₹4,104.81","₹4,104.81","₹7,419.24","₹7,419.24","₹4,757.51","₹4,757.51","₹12,958.10","₹12,958.10","₹1,770.73","₹1,770.73",21.52235179,21.52%,"₹30,828.67","₹54,144.90","₹1,556.03","₹2,112.29",₹337.83,"₹1,135.18","₹1,833.18",₹122.67,₹433.43,₹259.29
"₹20,017.36","₹20,017.36",62,62,2,2,Professional,Professional,Tier_2,"₹4,003.47","₹4,003.47","₹2,150.84","₹2,150.84",₹404.28,₹404.28,"₹2,405.27","₹2,405.27","₹1,509.04","₹1,509.04",₹820.46,₹820.46,₹958.02,₹958.02,"₹1,459.74","₹1,459.74",₹845.25,₹845.25,"₹1,222.00","₹1,222.00",₹466.93,₹466.93,8.758727747,8.76%,"₹1,753.27","₹3,772.05",₹435.05,₹319.55,₹106.42,₹137.95,₹393.67,₹19.31,₹37.87,₹98.57
"₹12,859.35","₹12,859.35",41,41,1,1,Retired,Retired,Tier_2,"₹2,571.87","₹2,571.87","₹1,433.54","₹1,433.54",₹565.24,₹565.24,"₹1,921.06","₹1,921.06",₹740.40,₹740.40,₹353.13,₹353.13,₹309.37,₹309.37,₹974.57,₹974.57,₹450.73,₹450.73,₹760.17,₹760.17,₹240.68,₹240.68,6.459011576,6.46%,₹830.59,"₹2,538.58",₹545.81,₹64.29,₹70.99,₹76.38,₹214.90,₹5.42,₹23.21,₹15.41
"₹98,153.06","₹98,153.06",55,55,0,0,Student,Student,Tier_3,"₹14,722.96","₹14,722.96","₹5,911.78","₹5,911.78","₹3,405.81","₹3,405.81","₹11,033.19","₹11,033.19","₹6,667.00","₹6,667.00","₹3,895.83","₹3,895.83","₹3,577.62","₹3,577.62","₹7,298.66","₹7,298.66","₹4,653.32","₹4,653.32",₹0.00,₹0.00,"₹2,006.23","₹2,006.23",12.81710544,12.82%,"₹12,580.38","₹34,980.67","₹2,473.17",₹567.67,₹583.81,₹882.64,"₹1,704.72",₹232.45,₹0.00,₹279.17
"₹144,209.50","₹144,209.50",63,63,3,3,Student,Student,Tier_1,"₹43,262.85","₹43,262.85",₹0.00,₹0.00,"₹5,329.35","₹5,329.35","₹19,244.43","₹19,244.43","₹9,331.72","₹9,331.72","₹5,329.53","₹5,329.53","₹3,116.18","₹3,116.18","₹9,565.72","₹9,565.72","₹6,176.13","₹6,176.13","₹13,298.98","₹13,298.98","₹3,843.63","₹3,843.63",23.64414453,23.64%,"₹25,710.98","₹25,710.98","₹1,358.81",₹736.05,"₹1,352.91",₹588.98,"₹1,176.68",₹241.48,₹388.12,₹300.68
"₹30,088.83","₹30,088.83",28,28,3,3,Retired,Retired,Tier_3,"₹4,513.32","₹4,513.32",₹0.00,₹0.00,"₹1,420.47","₹1,420.47","₹4,242.86","₹4,242.86","₹2,111.86","₹2,111.86",₹609.52,₹609.52,"₹1,227.03","₹1,227.03","₹2,324.51","₹2,324.51","₹1,497.45","₹1,497.45","₹2,969.88","₹2,969.88",₹762.72,₹762.72,9.826339577,9.83%,"₹2,956.63","₹8,409.20","₹1,227.88",₹430.68,₹75.03,₹176.66,₹464.87,₹49.71,₹107.18,₹227.78
"₹67,381.32","₹67,381.32",46,46,0,0,Retired,Retired,Tier_2,"₹13,476.26","₹13,476.26",₹0.00,₹0.00,"₹2,477.94","₹2,477.94","₹8,106.13","₹8,106.13","₹5,173.65","₹5,173.65","₹1,562.27","₹1,562.27","₹2,891.90","₹2,891.90","₹5,330.25","₹5,330.25","₹2,442.52","₹2,442.52",₹0.00,₹0.00,"₹1,007.50","₹1,007.50",12.51034124,12.51%,"₹8,429.63","₹24,912.89",₹619.72,"₹1,491.85",₹434.26,₹689.22,"₹1,079.08",₹70.40,₹0.00,₹225.72
"₹87,740.02","₹87,740.02",62,62,1,1,Retired,Retired,Tier_2,"₹17,548.00","₹17,548.00","₹13,111.90","₹13,111.90","₹2,422.27","₹2,422.27","₹9,421.17","₹9,421.17","₹5,464.75","₹5,464.75","₹2,494.88","₹2,494.88","₹3,562.85","₹3,562.85","₹5,577.12","₹5,577.12","₹4,366.87","₹4,366.87","₹7,237.81","₹7,237.81","₹1,600.93","₹1,600.93",11.56437492,11.56%,"₹10,146.58","₹14,931.47","₹1,527.16",₹790.70,₹501.43,₹642.22,"₹1,512.93",₹14.23,₹311.41,₹203.95
